District,Grade,Year,Category,Number Tested,Mean Scale Score,Lvl1Cnt,Lvl1Pct,Lvl2Cnt,Lvl2Pct,Lvl3Cnt,Lvl3Pct,Lvl4Cnt,Lvl4Pct,PassCnt,PassPct
32,3,2013,All Students,1256,288,628,50.0,432,34.4,184,14.6,12,1.0,196,15.6
32,3,2014,All Students,1104,285,563,51.0,374,33.9,157,14.2,10,0.9,167,15.1
32,3,2015,All Students,1034,286,514,49.7,366,35.4,139,13.4,15,1.5,154,14.9
32,4,2013,All Students,1145,285,540,47.2,447,39.0,125,10.9,33,2.9,158,13.8
32,4,2014,All Students,1149,284,561,48.8,389,33.9,166,14.4,33,2.9,199,17.3
32,4,2015,All Students,1031,285,463,44.9,410,39.8,126,12.2,32,3.1,158,15.3
32,5,2013,All Students,1193,288,585,49.0,430,36.0,137,11.5,41,3.4,178,14.9
32,5,2014,All Students,1112,287,537,48.3,367,33.0,159,14.3,49,4.4,208,18.7
32,5,2015,All Students,1068,286,521,48.8,368,34.5,138,12.9,41,3.8,179,16.8
32,6,2013,All Students,1336,287,562,42.1,559,41.8,150,11.2,65,4.9,215,16.1
32,6,2014,All Students,1205,288,460,38.2,546,45.3,129,10.7,70,5.8,199,16.5
32,6,2015,All Students,1108,292,432,39.0,415,37.5,153,13.8,108,9.7,261,23.6
32,7,2013,All Students,1290,287,602,46.7,459,35.6,188,14.6,41,3.2,229,17.8
32,7,2014,All Students,1251,287,557,44.5,457,36.5,213,17.0,24,1.9,237,18.9
32,7,2015,All Students,1170,288,521,44.5,418,35.7,200,17.1,31,2.6,231,19.7
32,8,2013,All Students,1287,283,622,48.3,446,34.7,168,13.1,51,4.0,219,17.0
32,8,2014,All Students,1228,290,462,37.6,510,41.5,198,16.1,58,4.7,256,20.8
32,8,2015,All Students,1201,293,391,32.6,511,42.5,246,20.5,53,4.4,299,24.9
32,All Grades,2013,All Students,7507,286,3539,47.1,2773,36.9,952,12.7,243,3.2,1195,15.9
32,All Grades,2014,All Students,7049,287,3140,44.5,2643,37.5,1022,14.5,244,3.5,1266,18.0
32,All Grades,2015,All Students,6612,289,2842,43.0,2488,37.6,1002,15.2,280,4.2,1282,19.4
